event_hour,source,medium,device_type,os,users,page_views,conversions,revenue
2020-11-05 18:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,desktop,Windows,1,0,0,0.0
2020-11-05 18:00:00.000000 UTC,(direct),(none),desktop,Windows,2,2,0,0.0
2020-11-05 18:00:00.000000 UTC,<Other>,<Other>,mobile,iOS,2,116,0,0.0
2020-11-05 18:00:00.000000 UTC,google,cpc,desktop,Web,1,3,0,0.0
2020-11-05 18:00:00.000000 UTC,google,cpc,mobile,iOS,1,4,0,0.0
2020-11-05 18:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,desktop,<Other>,1,1,0,0.0
2020-11-05 18:00:00.000000 UTC,<Other>,<Other>,desktop,Macintosh,2,3,0,0.0
2020-11-05 18:00:00.000000 UTC,<Other>,referral,desktop,Macintosh,1,8,0,0.0
2020-11-05 18:00:00.000000 UTC,google,cpc,mobile,Android,1,1,0,0.0
2020-11-05 18:00:00.000000 UTC,(data deleted),(data deleted),mobile,iOS,1,27,0,0.0
2020-11-05 18:00:00.000000 UTC,google,cpc,desktop,Macintosh,1,6,0,0.0
2020-11-05 18:00:00.000000 UTC,google,cpc,desktop,Windows,1,1,0,0.0
2020-11-05 18:00:00.000000 UTC,google,organic,tablet,Android,1,2,0,0.0
2020-11-05 18:00:00.000000 UTC,<Other>,<Other>,tablet,Web,1,3,0,0.0
2020-11-05 18:00:00.000000 UTC,(data deleted),(data deleted),mobile,Android,1,3,0,0.0
2020-11-05 19:00:00.000000 UTC,<Other>,referral,desktop,Windows,3,4,0,0.0
2020-11-05 19:00:00.000000 UTC,google,organic,mobile,Android,4,5,0,0.0
2020-11-05 19:00:00.000000 UTC,google,organic,desktop,Windows,8,11,0,0.0
2020-11-05 19:00:00.000000 UTC,(direct),(none),desktop,Web,10,50,0,0.0
2020-11-05 19:00:00.000000 UTC,(data deleted),(data deleted),mobile,Android,2,13,0,0.0
2020-11-05 19:00:00.000000 UTC,google,organic,desktop,Macintosh,9,54,0,0.0
2020-11-05 19:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,desktop,Web,11,44,0,0.0
2020-11-05 19:00:00.000000 UTC,google,cpc,mobile,Android,3,6,0,0.0
2020-11-05 19:00:00.000000 UTC,<Other>,organic,mobile,iOS,3,7,0,0.0
2020-11-05 19:00:00.000000 UTC,google,organic,mobile,iOS,4,25,0,0.0
2020-11-05 19:00:00.000000 UTC,google,organic,desktop,Web,18,70,0,0.0
2020-11-05 19:00:00.000000 UTC,google,cpc,desktop,Web,7,25,0,0.0
2020-11-05 19:00:00.000000 UTC,(direct),(none),mobile,Web,6,14,0,0.0
2020-11-05 19:00:00.000000 UTC,(direct),(none),tablet,iOS,1,1,0,0.0
2020-11-05 19:00:00.000000 UTC,<Other>,referral,desktop,Macintosh,2,3,0,0.0
2020-11-05 19:00:00.000000 UTC,(direct),(none),desktop,Macintosh,3,6,0,0.0
2020-11-05 19:00:00.000000 UTC,<Other>,referral,desktop,Web,6,68,0,0.0
2020-11-05 19:00:00.000000 UTC,<Other>,<Other>,desktop,Web,16,92,1,71.12
2020-11-05 19:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,desktop,Windows,1,3,0,0.0
2020-11-05 19:00:00.000000 UTC,<Other>,referral,mobile,Web,3,15,0,0.0
2020-11-05 19:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,mobile,Web,2,1,0,0.0
2020-11-05 19:00:00.000000 UTC,(data deleted),(data deleted),desktop,Web,13,46,0,0.0
2020-11-05 19:00:00.000000 UTC,(direct),(none),desktop,Windows,5,25,0,0.0
2020-11-05 19:00:00.000000 UTC,google,organic,mobile,Web,9,68,0,0.0
2020-11-05 19:00:00.000000 UTC,<Other>,referral,mobile,iOS,2,3,0,0.0
2020-11-05 19:00:00.000000 UTC,<Other>,<Other>,mobile,Web,4,13,0,0.0
2020-11-05 19:00:00.000000 UTC,google,organic,tablet,iOS,1,1,0,0.0
2020-11-05 19:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,desktop,Macintosh,1,1,0,0.0
2020-11-05 19:00:00.000000 UTC,<Other>,<Other>,desktop,Macintosh,1,2,0,0.0
2020-11-05 19:00:00.000000 UTC,<Other>,<Other>,mobile,iOS,3,4,0,0.0
2020-11-05 19:00:00.000000 UTC,<Other>,organic,mobile,Android,1,2,0,0.0
2020-11-05 19:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,mobile,iOS,3,6,0,0.0
2020-11-05 19:00:00.000000 UTC,<Other>,<Other>,mobile,Android,1,58,0,0.0
2020-11-05 19:00:00.000000 UTC,(direct),(none),mobile,iOS,4,10,0,0.0
2020-11-05 19:00:00.000000 UTC,(data deleted),(data deleted),tablet,Web,1,2,0,0.0
2020-11-05 19:00:00.000000 UTC,(data deleted),(data deleted),mobile,iOS,2,10,0,0.0
2020-11-05 19:00:00.000000 UTC,<Other>,organic,mobile,Web,1,2,0,0.0
2020-11-05 19:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,tablet,Web,1,1,0,0.0
2020-11-05 19:00:00.000000 UTC,google,organic,desktop,<Other>,1,9,0,0.0
2020-11-05 19:00:00.000000 UTC,google,cpc,mobile,Web,1,1,0,0.0
2020-11-05 19:00:00.000000 UTC,(data deleted),(data deleted),mobile,Web,2,0,0,0.0
2020-11-05 19:00:00.000000 UTC,<Other>,referral,mobile,Android,2,2,0,0.0
2020-11-05 19:00:00.000000 UTC,google,cpc,desktop,Windows,1,2,0,0.0
2020-11-05 19:00:00.000000 UTC,(direct),(none),mobile,Android,1,2,0,0.0
2020-11-05 19:00:00.000000 UTC,<Other>,<Other>,desktop,Windows,1,1,0,0.0
2020-11-05 19:00:00.000000 UTC,(data deleted),(data deleted),desktop,Windows,1,0,0,0.0
2020-11-05 20:00:00.000000 UTC,google,organic,mobile,Web,7,54,0,0.0
2020-11-05 20:00:00.000000 UTC,google,organic,desktop,Web,24,96,0,0.0
2020-11-05 20:00:00.000000 UTC,(data deleted),(data deleted),mobile,iOS,5,45,0,0.0
2020-11-05 20:00:00.000000 UTC,google,organic,desktop,Windows,7,11,0,0.0
2020-11-05 20:00:00.000000 UTC,<Other>,referral,tablet,Web,2,14,0,0.0
2020-11-05 20:00:00.000000 UTC,(data deleted),(data deleted),desktop,Macintosh,4,0,0,0.0
2020-11-05 20:00:00.000000 UTC,<Other>,referral,desktop,Web,10,28,0,0.0
2020-11-05 20:00:00.000000 UTC,(direct),(none),tablet,Web,1,0,0,0.0
2020-11-05 20:00:00.000000 UTC,google,cpc,desktop,Web,3,5,0,0.0
2020-11-05 20:00:00.000000 UTC,google,organic,mobile,iOS,6,7,0,0.0
2020-11-05 20:00:00.000000 UTC,google,organic,desktop,Macintosh,4,32,0,0.0
2020-11-05 20:00:00.000000 UTC,<Other>,<Other>,mobile,iOS,3,9,0,0.0
2020-11-05 20:00:00.000000 UTC,<Other>,organic,mobile,Android,1,0,0,0.0
2020-11-05 20:00:00.000000 UTC,(data deleted),(data deleted),mobile,Android,2,1,0,0.0
2020-11-05 20:00:00.000000 UTC,(direct),(none),desktop,Web,24,100,1,47.2
2020-11-05 20:00:00.000000 UTC,(direct),(none),mobile,iOS,5,7,0,0.0
2020-11-05 20:00:00.000000 UTC,(direct),(none),mobile,Web,16,69,0,0.0
2020-11-05 20:00:00.000000 UTC,<Other>,<Other>,desktop,Windows,2,22,0,0.0
2020-11-05 20:00:00.000000 UTC,(data deleted),(data deleted),desktop,Windows,2,0,0,0.0
2020-11-05 20:00:00.000000 UTC,google,organic,mobile,Android,7,17,0,0.0
2020-11-05 20:00:00.000000 UTC,<Other>,<Other>,desktop,Web,8,19,0,0.0
2020-11-05 20:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,desktop,Web,5,19,1,88.72
2020-11-05 20:00:00.000000 UTC,<Other>,referral,mobile,Web,1,0,0,0.0
2020-11-05 20:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,desktop,Windows,2,9,0,0.0
2020-11-05 20:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,mobile,Web,3,8,0,0.0
2020-11-05 20:00:00.000000 UTC,(direct),(none),desktop,Windows,4,6,0,0.0
2020-11-05 20:00:00.000000 UTC,<Other>,organic,desktop,Web,1,2,0,0.0
2020-11-05 20:00:00.000000 UTC,<Other>,referral,mobile,Android,1,0,0,0.0
2020-11-05 20:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,mobile,iOS,3,2,0,0.0
2020-11-05 20:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,mobile,Android,3,7,0,0.0
2020-11-05 20:00:00.000000 UTC,(data deleted),(data deleted),mobile,Web,4,5,0,0.0
2020-11-05 20:00:00.000000 UTC,google,cpc,desktop,Macintosh,1,1,0,0.0
2020-11-05 20:00:00.000000 UTC,<Other>,<Other>,desktop,Macintosh,1,4,0,0.0
2020-11-05 20:00:00.000000 UTC,<Other>,<Other>,mobile,Web,6,30,0,0.0
2020-11-05 20:00:00.000000 UTC,<Other>,referral,mobile,iOS,3,70,0,0.0
2020-11-05 20:00:00.000000 UTC,(direct),(none),desktop,Macintosh,3,25,0,0.0
2020-11-05 20:00:00.000000 UTC,<Other>,<Other>,mobile,Android,2,58,0,0.0
2020-11-05 20:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,desktop,Macintosh,1,3,0,0.0
2020-11-05 20:00:00.000000 UTC,(data deleted),(data deleted),desktop,Web,2,12,0,0.0
2020-11-05 20:00:00.000000 UTC,google,organic,tablet,iOS,1,2,0,0.0
2020-11-05 20:00:00.000000 UTC,google,cpc,mobile,Android,1,1,0,0.0
2020-11-05 20:00:00.000000 UTC,<Other>,referral,desktop,<Other>,1,4,0,0.0
2020-11-05 20:00:00.000000 UTC,<Other>,referral,desktop,Macintosh,1,1,0,0.0
2020-11-05 20:00:00.000000 UTC,(direct),(none),mobile,Android,1,2,0,0.0
2020-11-05 20:00:00.000000 UTC,(data deleted),(data deleted),desktop,<Other>,1,1,0,0.0
2020-11-05 21:00:00.000000 UTC,google,organic,desktop,Web,20,44,0,0.0
2020-11-05 21:00:00.000000 UTC,google,organic,mobile,Web,11,16,0,0.0
2020-11-05 21:00:00.000000 UTC,(direct),(none),mobile,Web,11,24,0,0.0
2020-11-05 21:00:00.000000 UTC,(data deleted),(data deleted),mobile,iOS,5,30,0,0.0
2020-11-05 21:00:00.000000 UTC,(direct),(none),desktop,Web,17,81,0,0.0
2020-11-05 21:00:00.000000 UTC,google,organic,mobile,iOS,3,15,0,0.0
2020-11-05 21:00:00.000000 UTC,(direct),(none),mobile,Android,3,4,0,0.0
2020-11-05 21:00:00.000000 UTC,google,organic,desktop,Macintosh,5,11,0,0.0
2020-11-05 21:00:00.000000 UTC,<Other>,referral,mobile,iOS,3,53,0,0.0
2020-11-05 21:00:00.000000 UTC,(data deleted),(data deleted),mobile,Web,3,7,0,0.0
2020-11-05 21:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,mobile,Web,4,41,0,0.0
2020-11-05 21:00:00.000000 UTC,google,organic,desktop,Windows,3,14,0,0.0
2020-11-05 21:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,mobile,iOS,2,4,0,0.0
2020-11-05 21:00:00.000000 UTC,<Other>,referral,desktop,Web,8,37,0,0.0
2020-11-05 21:00:00.000000 UTC,<Other>,<Other>,desktop,Windows,3,5,0,0.0
2020-11-05 21:00:00.000000 UTC,(data deleted),(data deleted),desktop,Web,5,17,0,0.0
2020-11-05 21:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,desktop,Web,5,10,0,0.0
2020-11-05 21:00:00.000000 UTC,<Other>,referral,mobile,Web,5,7,0,0.0
2020-11-05 21:00:00.000000 UTC,(direct),(none),desktop,Windows,4,3,0,0.0
2020-11-05 21:00:00.000000 UTC,google,organic,desktop,<Other>,2,6,0,0.0
2020-11-05 21:00:00.000000 UTC,(direct),(none),desktop,Macintosh,6,21,0,0.0
2020-11-05 21:00:00.000000 UTC,<Other>,referral,desktop,Windows,2,2,0,0.0
2020-11-05 21:00:00.000000 UTC,google,organic,mobile,Android,7,133,0,0.0
2020-11-05 21:00:00.000000 UTC,google,organic,tablet,iOS,1,1,0,0.0
2020-11-05 21:00:00.000000 UTC,(direct),(none),desktop,<Other>,1,25,0,0.0
2020-11-05 21:00:00.000000 UTC,<Other>,<Other>,mobile,Android,1,1,0,0.0
2020-11-05 21:00:00.000000 UTC,<Other>,organic,desktop,Macintosh,1,1,0,0.0
2020-11-05 21:00:00.000000 UTC,(data deleted),(data deleted),desktop,Macintosh,3,2,0,0.0
2020-11-05 21:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,desktop,Macintosh,1,1,0,0.0
2020-11-05 21:00:00.000000 UTC,<Other>,<Other>,desktop,Web,10,42,1,144.8
2020-11-05 21:00:00.000000 UTC,<Other>,referral,desktop,Macintosh,2,2,0,0.0
2020-11-05 21:00:00.000000 UTC,<Other>,(data deleted),desktop,Windows,1,1,0,0.0
2020-11-05 21:00:00.000000 UTC,google,organic,tablet,Web,1,1,0,0.0
2020-11-05 21:00:00.000000 UTC,(direct),(none),mobile,iOS,2,3,0,0.0
2020-11-05 21:00:00.000000 UTC,google,cpc,mobile,iOS,1,8,0,0.0
2020-11-05 21:00:00.000000 UTC,(data deleted),(data deleted),mobile,Android,2,2,0,0.0
2020-11-05 21:00:00.000000 UTC,(data deleted),(data deleted),desktop,Windows,3,1,0,0.0
2020-11-05 21:00:00.000000 UTC,<Other>,<Other>,mobile,Web,5,17,0,0.0
2020-11-05 21:00:00.000000 UTC,<Other>,organic,mobile,Web,1,5,0,0.0
2020-11-05 21:00:00.000000 UTC,<Other>,<Other>,mobile,iOS,1,1,0,0.0
2020-11-05 21:00:00.000000 UTC,google,cpc,desktop,Web,1,1,0,0.0
2020-11-05 21:00:00.000000 UTC,<Other>,referral,tablet,Android,1,3,0,0.0
2020-11-05 21:00:00.000000 UTC,(data deleted),(data deleted),desktop,<Other>,1,0,0,0.0
2020-11-05 21:00:00.000000 UTC,(direct),(none),tablet,iOS,1,3,0,0.0
2020-11-05 22:00:00.000000 UTC,(direct),(none),mobile,iOS,3,5,0,0.0
2020-11-05 22:00:00.000000 UTC,google,organic,mobile,iOS,15,45,0,0.0
2020-11-05 22:00:00.000000 UTC,google,organic,mobile,Web,21,76,0,0.0
2020-11-05 22:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,desktop,Web,8,23,0,0.0
2020-11-05 22:00:00.000000 UTC,(data deleted),(data deleted),mobile,iOS,3,22,0,0.0
2020-11-05 22:00:00.000000 UTC,(direct),(none),mobile,Web,10,42,0,0.0
2020-11-05 22:00:00.000000 UTC,google,organic,desktop,Web,21,74,0,0.0
2020-11-05 22:00:00.000000 UTC,<Other>,<Other>,desktop,Web,10,35,0,0.0
2020-11-05 22:00:00.000000 UTC,(data deleted),(data deleted),desktop,Web,5,11,0,0.0
2020-11-05 22:00:00.000000 UTC,(direct),(none),desktop,<Other>,2,3,0,0.0
2020-11-05 22:00:00.000000 UTC,(direct),(none),desktop,Macintosh,5,15,0,0.0
2020-11-05 22:00:00.000000 UTC,(direct),(none),desktop,Web,20,181,0,0.0
2020-11-05 22:00:00.000000 UTC,<Other>,<Other>,mobile,Web,6,16,0,0.0
2020-11-05 22:00:00.000000 UTC,google,organic,desktop,Windows,6,9,0,0.0
2020-11-05 22:00:00.000000 UTC,(data deleted),(data deleted),desktop,Windows,1,1,0,0.0
2020-11-05 22:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,mobile,iOS,1,4,0,0.0
2020-11-05 22:00:00.000000 UTC,<Other>,organic,mobile,Web,2,6,0,0.0
2020-11-05 22:00:00.000000 UTC,<Other>,referral,mobile,Web,5,41,0,0.0
2020-11-05 22:00:00.000000 UTC,<Other>,<Other>,desktop,Macintosh,1,2,0,0.0
2020-11-05 22:00:00.000000 UTC,google,cpc,desktop,Web,4,9,0,0.0
2020-11-05 22:00:00.000000 UTC,<Other>,referral,tablet,Web,1,3,0,0.0
2020-11-05 22:00:00.000000 UTC,<Other>,referral,desktop,Web,3,9,0,0.0
2020-11-05 22:00:00.000000 UTC,google,cpc,tablet,Web,1,16,0,0.0
2020-11-05 22:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,desktop,Macintosh,1,1,0,0.0
2020-11-05 22:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,mobile,Web,2,1,0,0.0
2020-11-05 22:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,desktop,Windows,1,1,0,0.0
2020-11-05 22:00:00.000000 UTC,<Other>,<Other>,tablet,Web,2,6,0,0.0
2020-11-05 22:00:00.000000 UTC,<Other>,referral,mobile,iOS,2,2,0,0.0
2020-11-05 22:00:00.000000 UTC,(direct),(none),tablet,Android,1,0,0,0.0
2020-11-05 22:00:00.000000 UTC,(direct),(none),desktop,Windows,3,6,0,0.0
2020-11-05 22:00:00.000000 UTC,<Other>,referral,desktop,Macintosh,1,1,0,0.0
2020-11-05 22:00:00.000000 UTC,google,organic,mobile,Android,3,7,0,0.0
2020-11-05 22:00:00.000000 UTC,(data deleted),(data deleted),mobile,Web,2,3,0,0.0
2020-11-05 22:00:00.000000 UTC,(direct),(none),mobile,Android,2,3,0,0.0
2020-11-05 22:00:00.000000 UTC,<Other>,organic,desktop,Windows,1,3,0,0.0
2020-11-05 22:00:00.000000 UTC,<Other>,<Other>,mobile,Android,2,2,0,0.0
2020-11-05 22:00:00.000000 UTC,google,organic,desktop,<Other>,1,6,0,0.0
2020-11-05 22:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,desktop,<Other>,1,1,0,0.0
2020-11-05 22:00:00.000000 UTC,<Other>,organic,desktop,Web,4,9,0,0.0
2020-11-05 22:00:00.000000 UTC,google,organic,desktop,Macintosh,5,7,0,0.0
2020-11-05 22:00:00.000000 UTC,<Other>,(data deleted),desktop,Web,2,1,0,0.0
2020-11-05 22:00:00.000000 UTC,(data deleted),(data deleted),mobile,Android,1,2,0,0.0
2020-11-05 22:00:00.000000 UTC,google,cpc,mobile,Web,1,2,0,0.0
2020-11-05 22:00:00.000000 UTC,<Other>,<Other>,desktop,Windows,1,1,0,0.0
2020-11-05 22:00:00.000000 UTC,google,organic,tablet,Android,1,3,0,0.0
2020-11-05 22:00:00.000000 UTC,<Other>,referral,mobile,Android,2,3,0,0.0
2020-11-05 22:00:00.000000 UTC,<Other>,organic,desktop,Macintosh,1,7,0,0.0
2020-11-05 23:00:00.000000 UTC,(data deleted),(data deleted),mobile,iOS,2,8,0,0.0
2020-11-05 23:00:00.000000 UTC,google,organic,mobile,iOS,10,106,0,0.0
2020-11-05 23:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,mobile,Web,4,23,0,0.0
2020-11-05 23:00:00.000000 UTC,(direct),(none),desktop,Macintosh,5,13,0,0.0
2020-11-05 23:00:00.000000 UTC,<Other>,organic,mobile,iOS,2,1,0,0.0
2020-11-05 23:00:00.000000 UTC,(direct),(none),mobile,Web,13,143,0,0.0
2020-11-05 23:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,tablet,Web,1,3,0,0.0
2020-11-05 23:00:00.000000 UTC,<Other>,<Other>,mobile,Web,5,7,0,0.0
2020-11-05 23:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,mobile,Android,2,3,0,0.0
2020-11-05 23:00:00.000000 UTC,<Other>,<Other>,desktop,Web,6,6,0,0.0
2020-11-05 23:00:00.000000 UTC,(direct),(none),desktop,Windows,5,33,0,0.0
2020-11-05 23:00:00.000000 UTC,google,organic,mobile,Web,14,60,0,0.0
2020-11-05 23:00:00.000000 UTC,google,organic,tablet,Android,1,7,0,0.0
2020-11-05 23:00:00.000000 UTC,google,organic,desktop,Web,24,60,0,0.0
2020-11-05 23:00:00.000000 UTC,<Other>,organic,mobile,Android,2,4,0,0.0
2020-11-05 23:00:00.000000 UTC,google,organic,desktop,Windows,6,13,0,0.0
2020-11-05 23:00:00.000000 UTC,google,cpc,desktop,<Other>,1,1,0,0.0
2020-11-05 23:00:00.000000 UTC,<Other>,referral,desktop,Windows,3,5,0,0.0
2020-11-05 23:00:00.000000 UTC,<Other>,organic,desktop,Web,6,25,0,0.0
2020-11-05 23:00:00.000000 UTC,<Other>,<Other>,desktop,<Other>,1,2,0,0.0
2020-11-05 23:00:00.000000 UTC,google,organic,mobile,Android,4,12,0,0.0
2020-11-05 23:00:00.000000 UTC,(direct),(none),mobile,iOS,5,11,0,0.0
2020-11-05 23:00:00.000000 UTC,(data deleted),(data deleted),desktop,Web,9,30,0,0.0
2020-11-05 23:00:00.000000 UTC,<Other>,referral,mobile,Android,1,2,0,0.0
2020-11-05 23:00:00.000000 UTC,<Other>,<Other>,mobile,Android,5,13,0,0.0
2020-11-05 23:00:00.000000 UTC,(direct),(none),tablet,Android,1,1,0,0.0
2020-11-05 23:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,mobile,iOS,1,3,0,0.0
2020-11-05 23:00:00.000000 UTC,(data deleted),(data deleted),mobile,Android,3,4,0,0.0
2020-11-05 23:00:00.000000 UTC,<Other>,<Other>,desktop,Windows,1,1,0,0.0
2020-11-05 23:00:00.000000 UTC,(data deleted),(data deleted),desktop,<Other>,2,5,0,0.0
2020-11-05 23:00:00.000000 UTC,google,cpc,mobile,Android,2,5,0,0.0
2020-11-05 23:00:00.000000 UTC,<Other>,referral,desktop,Web,10,28,0,0.0
2020-11-05 23:00:00.000000 UTC,(direct),(none),mobile,Android,3,9,0,0.0
2020-11-05 23:00:00.000000 UTC,google,organic,desktop,Macintosh,6,18,0,0.0
2020-11-05 23:00:00.000000 UTC,(direct),(none),desktop,Web,7,20,0,0.0
2020-11-05 23:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,desktop,Web,5,27,0,0.0
2020-11-05 23:00:00.000000 UTC,<Other>,referral,mobile,Web,1,3,0,0.0
2020-11-05 23:00:00.000000 UTC,<Other>,referral,mobile,iOS,2,51,0,0.0
2020-11-05 23:00:00.000000 UTC,(data deleted),(data deleted),mobile,Web,5,8,0,0.0
2020-11-05 23:00:00.000000 UTC,<Other>,referral,tablet,iOS,1,1,0,0.0
2020-11-05 23:00:00.000000 UTC,(data deleted),(data deleted),desktop,Windows,2,6,0,0.0
2020-11-05 23:00:00.000000 UTC,google,cpc,mobile,iOS,2,8,0,0.0
2020-11-05 23:00:00.000000 UTC,<Other>,<Other>,desktop,Macintosh,1,18,0,0.0
2020-11-05 23:00:00.000000 UTC,<Other>,<Other>,mobile,iOS,1,2,0,0.0
2020-11-05 23:00:00.000000 UTC,<Other>,organic,mobile,Web,1,1,0,0.0
2020-11-05 23:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,desktop,Windows,1,1,0,0.0
2020-11-05 23:00:00.000000 UTC,google,organic,tablet,iOS,1,2,0,0.0
2020-11-05 23:00:00.000000 UTC,<Other>,referral,tablet,Web,1,2,0,0.0
2020-11-05 23:00:00.000000 UTC,google,cpc,mobile,Web,1,3,0,0.0
2020-11-06 00:00:00.000000 UTC,google,organic,desktop,Web,15,45,1,0.0
2020-11-06 00:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,mobile,Web,5,18,0,0.0
2020-11-06 00:00:00.000000 UTC,google,organic,mobile,Android,6,38,0,0.0
2020-11-06 00:00:00.000000 UTC,google,organic,mobile,Web,15,27,0,0.0
2020-11-06 00:00:00.000000 UTC,<Other>,referral,desktop,Windows,1,2,0,0.0
2020-11-06 00:00:00.000000 UTC,<Other>,referral,mobile,iOS,3,13,0,0.0
2020-11-06 00:00:00.000000 UTC,(data deleted),(data deleted),mobile,Web,4,12,0,0.0
2020-11-06 00:00:00.000000 UTC,(direct),(none),tablet,iOS,1,2,0,0.0
2020-11-06 00:00:00.000000 UTC,(direct),(none),desktop,Macintosh,4,12,0,0.0
2020-11-06 00:00:00.000000 UTC,(direct),(none),mobile,iOS,5,13,0,0.0
2020-11-06 00:00:00.000000 UTC,(direct),(none),desktop,Web,8,19,0,0.0
2020-11-06 00:00:00.000000 UTC,(direct),(none),mobile,Android,4,14,0,0.0
2020-11-06 00:00:00.000000 UTC,google,cpc,desktop,<Other>,1,1,0,0.0
2020-11-06 00:00:00.000000 UTC,google,organic,desktop,Windows,7,53,0,0.0
2020-11-06 00:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,desktop,Windows,1,5,0,0.0
2020-11-06 00:00:00.000000 UTC,<Other>,<Other>,mobile,iOS,3,4,0,0.0
2020-11-06 00:00:00.000000 UTC,google,cpc,desktop,Windows,2,4,0,0.0
2020-11-06 00:00:00.000000 UTC,google,cpc,mobile,Android,1,2,0,0.0
2020-11-06 00:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,desktop,Web,3,3,0,0.0
2020-11-06 00:00:00.000000 UTC,google,organic,mobile,iOS,1,1,0,0.0
2020-11-06 00:00:00.000000 UTC,<Other>,organic,mobile,iOS,1,3,0,0.0
2020-11-06 00:00:00.000000 UTC,(data deleted),(data deleted),desktop,Macintosh,1,2,0,0.0
2020-11-06 00:00:00.000000 UTC,<Other>,<Other>,mobile,Web,4,11,0,0.0
2020-11-06 00:00:00.000000 UTC,<Other>,organic,desktop,Web,1,1,0,0.0
2020-11-06 00:00:00.000000 UTC,(data deleted),(data deleted),desktop,Web,6,16,0,0.0
2020-11-06 00:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,desktop,Macintosh,2,4,0,0.0
2020-11-06 00:00:00.000000 UTC,<Other>,referral,desktop,Web,6,23,0,0.0
2020-11-06 00:00:00.000000 UTC,<Other>,organic,desktop,Macintosh,1,2,0,0.0
2020-11-06 00:00:00.000000 UTC,<Other>,referral,mobile,Web,2,14,0,0.0
2020-11-06 00:00:00.000000 UTC,google,organic,desktop,Macintosh,3,4,0,0.0
2020-11-06 00:00:00.000000 UTC,<Other>,<Other>,desktop,Windows,1,1,0,0.0
2020-11-06 00:00:00.000000 UTC,(direct),(none),mobile,Web,6,24,0,0.0
2020-11-06 00:00:00.000000 UTC,(data deleted),(data deleted),mobile,Android,1,1,0,0.0
2020-11-06 00:00:00.000000 UTC,<Other>,referral,desktop,<Other>,1,1,0,0.0
2020-11-06 00:00:00.000000 UTC,<Other>,referral,tablet,Web,1,1,0,0.0
2020-11-06 00:00:00.000000 UTC,(data deleted),(data deleted),desktop,Windows,1,0,0,0.0
2020-11-06 00:00:00.000000 UTC,<Other>,<Other>,desktop,Web,5,57,0,0.0
2020-11-06 00:00:00.000000 UTC,<Other>,<Other>,desktop,Macintosh,2,43,0,0.0
2020-11-06 00:00:00.000000 UTC,shop.googlemerchandisestore.com,referral,mobile,Android,1,0,0,0.0
2020-11-06 00:00:00.000000 UTC,google,cpc,desktop,Web,1,6,0,0.0
2020-11-06 00:00:00.000000 UTC,<Other>,<Other>,mobile,Android,3,4,0,0.0
2020-11-06 00:00:00.000000 UTC,google,organic,tablet,Android,1,1,0,0.0
2020-11-06 00:00:00.000000 UTC,<Other>,organic,mobile,Android,1,3,0,0.0
2020-11-06 00:00:00.000000 UTC,<Other>,referral,mobile,Android,1,1,0,0.0
2020-11-06 01:00:00.000000 UTC,(data deleted),(data deleted),mobile,Android,2,9,0,0.0
2020-11-06 01:00:00.000000 UTC,google,organic,mobile,iOS,4,3,0,0.0
2020-11-06 01:00:00.000000 UTC,<Other>,referral,desktop,Web,6,130,0,0.0
2020-11-06 01:00:00.000000 UTC,google,organic,desktop,Web,21,142,2,0.0
2020-11-06 01:00:00.000000 UTC,(direct),(none),desktop,<Other>,3,3,0,0.0
2020-11-06 01:00:00.000000 UTC,(direct),(none),desktop,Web,15,77,0,0.0
2020-11-06 01:00:00.000000 UTC,<Other>,organic,desktop,Web,1,5,0,0.0
